Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Cardiology,Department_Maternity,Department_Neurology,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Admin,JobRole_Administrative,JobRole_Nurse,JobRole_Other,JobRole_Therapist,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Gender_binary,OverTime_binary,Attrition
0.36286425590515137,0.10523892194032669,-0.5194029808044434,0.1720643937587738,-0.372310072183609,0.8168375492095947,-0.30653247237205505,-0.9999496936798096,0.3613645136356354,1.0,1.0,-0.5438475012779236,0.9964199066162109,0.9971523284912109,-0.037505436688661575,-0.8460081815719604,-0.8169968128204346,-0.9995915293693542,0.999768078327179,0.6404767036437988,0.3821423649787903,-0.07867375016212463,-0.8927426934242249,0.012749246,0.9976605,0.28582096,0.040097907,0.04425491,-0.27049828,0.22911283,0.9999272,-0.9992292,0.5431815,0.9999661,-0.28362313,-0.74598575,-0.9999004,0.09112491,-0.29828557,-0.4418426,0.8160386,-1.0,-0.6916431,0.32817280292510986,0.10317759960889816,1
0.3501894176006317,0.10129424929618835,-0.52006995677948,0.1741611510515213,-0.3710675537586212,0.8186820149421692,-0.31712812185287476,-0.9999028444290161,0.36275798082351685,1.0,1.0,-0.5397714376449585,0.9950922727584839,0.9956963658332825,-0.03392888978123665,-0.846630871295929,-0.8119478821754456,-0.9993481040000916,0.9995405673980713,0.6413373947143555,0.3808321952819824,-0.09032484889030457,-0.8888141512870789,0.016398834,0.99612623,0.28499708,0.046977807,0.043745205,-0.25887588,0.22231284,0.99990165,-0.9988194,0.54738986,0.99995947,-0.27830267,-0.7414467,-0.99983495,0.081740655,-0.28677446,-0.44210902,0.81608415,-1.0,-0.6834377,0.31368133425712585,0.09776616096496582,1
0.35767337679862976,0.10699629038572311,-0.5158798098564148,0.1708880066871643,-0.3670315742492676,0.8119490742683411,-0.30460381507873535,-0.9999260902404785,0.35688674449920654,1.0,1.0,-0.5362910032272339,0.9955257177352905,0.9964326620101929,-0.03312249481678009,-0.8428806066513062,-0.8107070922851562,-0.9994509220123291,0.999660074710846,0.6329880356788635,0.3792519271373749,-0.08216359466314316,-0.8880900144577026,0.015298302,0.9968566,0.2826623,0.04129991,0.041951723,-0.2654567,0.23146655,0.9999043,-0.9989708,0.53526765,0.9999559,-0.276309,-0.7366499,-0.9998627,0.08607863,-0.29226908,-0.4383412,0.8117466,-1.0,-0.6809043,0.3184691369533539,0.09148307889699936,1
0.35459113121032715,0.10721192508935928,-0.5159532427787781,0.1723872423171997,-0.371153861284256,0.8131875991821289,-0.30197638273239136,-0.9999315142631531,0.35881999135017395,1.0,1.0,-0.5391347408294678,0.9957026243209839,0.9966318011283875,-0.03466464579105377,-0.8433777689933777,-0.8111822009086609,-0.9994882345199585,0.9996855854988098,0.6368440389633179,0.3815986216068268,-0.07960060238838196,-0.8890847563743591,0.015684804,0.9970449,0.2846243,0.041380834,0.043750737,-0.2696241,0.23081978,0.99990577,-0.9990367,0.5365618,0.99995625,-0.27822432,-0.73891294,-0.9998703,0.08956417,-0.29439837,-0.4373292,0.81308603,-1.0,-0.6856859,0.3172733187675476,0.09371606260538101,1
0.35402175784111023,0.10803674161434174,-0.5161873698234558,0.17828458547592163,-0.37491723895072937,0.8153200149536133,-0.30270659923553467,-0.9999598860740662,0.3581356406211853,1.0,1.0,-0.549512505531311,0.996841549873352,0.9975541830062866,-0.03567664325237274,-0.8446714282035828,-0.8159526586532593,-0.9996564984321594,0.9998227953910828,0.6428110599517822,0.3852846026420593,-0.07950033247470856,-0.8961924910545349,0.018232109,0.99815357,0.28635553,0.042421207,0.038523998,-0.27028227,0.22678079,0.9999239,-0.99935263,0.54075,0.9999634,-0.285394,-0.751241,-0.999913,0.08285559,-0.2947423,-0.440571,0.8148612,-1.0,-0.6927384,0.32001417875289917,0.09928137063980103,1
0.35435813665390015,0.10571984201669693,-0.5189346671104431,0.17432664334774017,-0.3706893026828766,0.8156695365905762,-0.30148881673812866,-0.9999114274978638,0.3581165373325348,1.0,1.0,-0.5367541909217834,0.9950552582740784,0.9960987567901611,-0.02983851544559002,-0.843633770942688,-0.809138298034668,-0.9993904829025269,0.9995917081832886,0.637527346611023,0.3850904405117035,-0.08004502952098846,-0.8879147171974182,0.019327883,0.99637383,0.28487277,0.04272803,0.045492962,-0.27261373,0.23075795,0.99988496,-0.9988406,0.5372898,0.9999469,-0.2782843,-0.73567873,-0.9998386,0.091473475,-0.28982803,-0.4320834,0.8123113,-1.0,-0.68176776,0.3125612735748291,0.08550693839788437,1
0.35371193289756775,0.10769517719745636,-0.5200561881065369,0.17518939077854156,-0.3737013041973114,0.8153260350227356,-0.30374032258987427,-0.9999364018440247,0.355109304189682,1.0,1.0,-0.5406249761581421,0.9960134625434875,0.9967650175094604,-0.03474391624331474,-0.846534788608551,-0.8140026330947876,-0.9995154738426208,0.9997066259384155,0.6365053057670593,0.38190412521362305,-0.07515157759189606,-0.8927457928657532,0.014920078,0.99709284,0.28118995,0.045144837,0.03975884,-0.26784173,0.23322791,0.99991935,-0.99907917,0.5365067,0.9999642,-0.2750781,-0.743214,-0.9998783,0.08517634,-0.29786438,-0.44512808,0.82131296,-1.0,-0.68380326,0.31630510091781616,0.09234226495027542,1
0.35676246881484985,0.10380357503890991,-0.5143090486526489,0.17011912167072296,-0.3694436848163605,0.8121520280838013,-0.3052358329296112,-0.9999228715896606,0.3579222559928894,1.0,1.0,-0.5388425588607788,0.9954217672348022,0.9963727593421936,-0.03080058842897415,-0.8412380218505859,-0.8098429441452026,-0.999437153339386,0.9996483325958252,0.6340576410293579,0.3803870677947998,-0.08280519396066666,-0.887484610080719,0.018830722,0.9968198,0.28343886,0.040558808,0.044821814,-0.26839447,0.22671616,0.9998956,-0.9989586,0.5390579,0.9999512,-0.27876472,-0.7355575,-0.99985665,0.09026612,-0.2882178,-0.43273437,0.80815107,-1.0,-0.6830991,0.31703981757164,0.09294291585683823,1
0.3575950860977173,0.10512128472328186,-0.502027690410614,0.179940864443779,-0.37508463859558105,0.8228671550750732,-0.2932077646255493,-0.9999425411224365,0.3660561740398407,1.0,1.0,-0.5495830774307251,0.9959335923194885,0.9970694184303284,-0.022158488631248474,-0.8443505167961121,-0.8102709054946899,-0.9995750784873962,0.9997396469116211,0.6494678258895874,0.3950597941875458,-0.09525708109140396,-0.8946986198425293,0.03488769,0.9977489,0.2939623,0.027800018,0.05108177,-0.2832201,0.23119688,0.9998688,-0.9992149,0.5577671,0.9999331,-0.2963199,-0.7485949,-0.9998831,0.10044066,-0.28688008,-0.42768952,0.7996644,-1.0,-0.6985964,0.3111732602119446,0.0954723134636879,1
0.3585866689682007,0.10383134335279465,-0.5110048055648804,0.1721598207950592,-0.37012746930122375,0.8124269247055054,-0.3023145794868469,-0.9999523758888245,0.35885658860206604,1.0,1.0,-0.5429313778877258,0.996479332447052,0.9972842335700989,-0.03305704891681671,-0.8430122137069702,-0.8139357566833496,-0.9996048212051392,0.9997898936271667,0.6378326416015625,0.38215401768684387,-0.08605498820543289,-0.8925566077232361,0.018207889,0.99793464,0.2845233,0.035259087,0.039099388,-0.2681876,0.22876179,0.9999138,-0.9992642,0.54001594,0.99995816,-0.28545946,-0.74423474,-0.99990076,0.086612776,-0.2899559,-0.43559778,0.8079116,-1.0,-0.6892727,0.32448846101760864,0.10311662405729294,1
0.3599803149700165,0.10682198405265808,-0.5165422558784485,0.1713988333940506,-0.37161165475845337,0.8141094446182251,-0.30664023756980896,-0.9999472498893738,0.36091098189353943,1.0,1.0,-0.5419986248016357,0.9963252544403076,0.997086226940155,-0.03698154166340828,-0.8429571390151978,-0.8158882260322571,-0.9995744824409485,0.9997601509094238,0.6387838125228882,0.37852510809898376,-0.07886365801095963,-0.891545295715332,0.012852107,0.9976087,0.28516066,0.04218808,0.04281081,-0.26780942,0.22919194,0.99992335,-0.9992048,0.540172,0.9999638,-0.28292727,-0.7438185,-0.9998963,0.088632956,-0.29551095,-0.43830615,0.81320703,-1.0,-0.6876416,0.32548239827156067,0.09914684295654297,1
0.35765621066093445,0.10520323365926743,-0.514838695526123,0.17160050570964813,-0.37460553646087646,0.8158987164497375,-0.3044738471508026,-0.9999483823776245,0.3633735477924347,1.0,1.0,-0.5447475910186768,0.9963573813438416,0.9971290230751038,-0.03518901765346527,-0.8424548506736755,-0.8145755529403687,-0.9995822310447693,0.9997660517692566,0.6393004655838013,0.38205090165138245,-0.08065617084503174,-0.8920000791549683,0.01702838,0.9977045,0.28443784,0.03855811,0.043253563,-0.26755798,0.22526106,0.999919,-0.9992241,0.5403874,0.99996114,-0.28323716,-0.744782,-0.99989754,0.09033123,-0.2915609,-0.43915018,0.8120216,-1.0,-0.6903324,0.32187798619270325,0.09910980612039566,1
0.35972222685813904,0.10731418430805206,-0.5184353590011597,0.1751423329114914,-0.3732604682445526,0.8137096762657166,-0.3067200779914856,-0.9999620318412781,0.35439059138298035,1.0,1.0,-0.546614944934845,0.9969671964645386,0.9975945353507996,-0.03776475414633751,-0.8446062803268433,-0.8191601634025574,-0.9996622204780579,0.9998321533203125,0.6407060623168945,0.38253286480903625,-0.07927384227514267,-0.8957946300506592,0.013455232,0.9981946,0.28143474,0.039379884,0.037459508,-0.2643268,0.2297226,0.99993473,-0.999369,0.5408706,0.9999692,-0.28387165,-0.7502769,-0.9999186,0.08312244,-0.29636282,-0.44239172,0.8154432,-1.0,-0.6902747,0.32812952995300293,0.10446694493293762,1
0.3634020984172821,0.10396786034107208,-0.5171367526054382,0.17079654335975647,-0.3738193213939667,0.8164618015289307,-0.30806711316108704,-0.9999529719352722,0.3627122640609741,1.0,1.0,-0.5443607568740845,0.9965869188308716,0.9972625970840454,-0.03716948255896568,-0.8470269441604614,-0.8181806206703186,-0.9996092319488525,0.9997845888137817,0.6396978497505188,0.3815934956073761,-0.08095527440309525,-0.8934147357940674,0.017007494,0.9977974,0.2882024,0.041410867,0.044153184,-0.2678169,0.22641154,0.99992865,-0.99926955,0.5455452,0.99996716,-0.28250223,-0.7497008,-0.9999047,0.09184579,-0.29516178,-0.44235784,0.8164283,-1.0,-0.69391555,0.3264760375022888,0.10480038821697235,1
0.3487326502799988,0.10518210381269455,-0.5146843791007996,0.1698255091905594,-0.3683425188064575,0.8100225329399109,-0.30163663625717163,-0.9999100565910339,0.3565175533294678,1.0,1.0,-0.5356981158256531,0.9949740767478943,0.996051549911499,-0.029662182554602623,-0.8404235243797302,-0.8071802854537964,-0.9993728995323181,0.9995905756950378,0.6315912008285522,0.3820438086986542,-0.08369366079568863,-0.8856605887413025,0.020929197,0.99643874,0.2825202,0.04183068,0.041242167,-0.2694731,0.22890748,0.9998822,-0.9988264,0.53692555,0.99994594,-0.27412704,-0.7347399,-0.99983495,0.087910496,-0.2854823,-0.42924443,0.8072599,-1.0,-0.6810908,0.3083827495574951,0.08559217303991318,1
0.36065763235092163,0.1064065620303154,-0.5159967541694641,0.17343850433826447,-0.3748264014720917,0.8156129121780396,-0.3030608296394348,-0.9999455809593201,0.36416563391685486,1.0,1.0,-0.5441453456878662,0.9962072372436523,0.9970647096633911,-0.03593103587627411,-0.8432748317718506,-0.8149896860122681,-0.9995735883712769,0.9997535347938538,0.6405753493309021,0.3846152424812317,-0.0818217471241951,-0.891930878162384,0.01931531,0.9976341,0.28470725,0.038816348,0.04716616,-0.26902923,0.22687395,0.9999147,-0.9991961,0.54555166,0.99995875,-0.2852713,-0.74381477,-0.99989444,0.092533894,-0.29258764,-0.43613988,0.8097991,-1.0,-0.69089246,0.3225109577178955,0.09681714326143265,1
0.3555261194705963,0.10363729298114777,-0.51728355884552,0.17295311391353607,-0.3704068958759308,0.8140466809272766,-0.3060600161552429,-0.999934196472168,0.36110347509384155,1.0,1.0,-0.5407507419586182,0.9958470463752747,0.996720016002655,-0.03489005193114281,-0.8438661098480225,-0.8134633302688599,-0.9995076656341553,0.9996984004974365,0.6358153820037842,0.3805060386657715,-0.07881609350442886,-0.8905370831489563,0.016613292,0.99715114,0.2861382,0.039615445,0.045723747,-0.26719123,0.22934991,0.9999084,-0.9990681,0.5399084,0.99995774,-0.27986884,-0.7412808,-0.9998739,0.09009012,-0.29202968,-0.436716,0.81308556,-1.0,-0.6886958,0.31853434443473816,0.09466689079999924,1
0.35406485199928284,0.1101626604795456,-0.5079953074455261,0.18439073860645294,-0.3764342963695526,0.8185746669769287,-0.29864081740379333,-0.9999644756317139,0.3565681576728821,1.0,1.0,-0.5519312620162964,0.9970539212226868,0.9977794289588928,-0.036217570304870605,-0.847579300403595,-0.8168625831604004,-0.9996921420097351,0.9998417496681213,0.6446665525436401,0.3870593011379242,-0.07649504393339157,-0.9004061818122864,0.019293949,0.99836606,0.28654248,0.03746812,0.040892225,-0.2759602,0.23529218,0.9999226,-0.9994168,0.5460106,0.99996185,-0.29058683,-0.7557512,-0.9999211,0.08576244,-0.30027115,-0.44384375,0.81376195,-1.0,-0.6949027,0.3211473226547241,0.09900940209627151,1
0.35957643389701843,0.10272103548049927,-0.5088660717010498,0.16515696048736572,-0.36985838413238525,0.8094261288642883,-0.3035281002521515,-0.9999292492866516,0.3651845455169678,1.0,1.0,-0.5393828749656677,0.995549201965332,0.9965559840202332,-0.028854353353381157,-0.8379562497138977,-0.8098946213722229,-0.9994671940803528,0.9996868968009949,0.6353687047958374,0.3792288601398468,-0.08891179412603378,-0.8849452137947083,0.020158447,0.9972201,0.28441036,0.032918528,0.04369321,-0.26638612,0.22258042,0.99988514,-0.99902934,0.542133,0.99994403,-0.28083754,-0.73626006,-0.99986297,0.094906546,-0.28184664,-0.42507398,0.7982459,-1.0,-0.685249,0.31809237599372864,0.09715784341096878,1
0.3569924533367157,0.10613174736499786,-0.5199325084686279,0.17137080430984497,-0.3730413019657135,0.8148861527442932,-0.30773577094078064,-0.9999430179595947,0.3586448132991791,1.0,1.0,-0.5423270463943481,0.9962062835693359,0.9969643950462341,-0.03653137385845184,-0.8452765941619873,-0.8164089322090149,-0.9995501637458801,0.999738872051239,0.6391440629959106,0.38113078474998474,-0.07552643120288849,-0.8924023509025574,0.014908518,0.99739844,0.28482264,0.044218842,0.042775944,-0.26687267,0.23030804,0.99992186,-0.9991545,0.53996307,0.9999645,-0.27961466,-0.74396634,-0.99988866,0.08903307,-0.2972519,-0.4416175,0.8176178,-1.0,-0.6872825,0.3227388858795166,0.0985485166311264,1
0.3591312766075134,0.10772597044706345,-0.5146147012710571,0.17393125593662262,-0.3734109699726105,0.8157197833061218,-0.30709296464920044,-0.9999476671218872,0.36147597432136536,1.0,1.0,-0.5449374318122864,0.9963186383247375,0.9971345663070679,-0.03654509410262108,-0.8446532487869263,-0.8156818747520447,-0.9995822310447693,0.9997613430023193,0.6417036056518555,0.3813919425010681,-0.07829000800848007,-0.892587423324585,0.015658347,0.997622,0.2875269,0.04410889,0.045586407,-0.26996946,0.22994119,0.999919,-0.9992102,0.54234064,0.9999618,-0.28355503,-0.7452493,-0.99989617,0.09038699,-0.29552534,-0.4387916,0.8143791,-1.0,-0.6900431,0.32208308577537537,0.09914074838161469,1
0.3582380712032318,0.10353965312242508,-0.5140615701675415,0.16710643470287323,-0.3693772256374359,0.8102298974990845,-0.3090108036994934,-0.9999338388442993,0.3587416112422943,1.0,1.0,-0.5378926992416382,0.9958025217056274,0.9966363906860352,-0.031601980328559875,-0.841831386089325,-0.8140209913253784,-0.9994881749153137,0.999699592590332,0.6359741687774658,0.37756532430648804,-0.08294489234685898,-0.88770991563797,0.014517924,0.9971429,0.2816559,0.037687257,0.04203502,-0.26294488,0.2291077,0.99990624,-0.9990516,0.538716,0.9999569,-0.27621302,-0.7388332,-0.99987066,0.091073625,-0.28900048,-0.43308926,0.80865246,-1.0,-0.6846376,0.3216429650783539,0.10119862854480743,1
0.35964223742485046,0.10569468885660172,-0.5175348520278931,0.17182862758636475,-0.3709231913089752,0.8162992000579834,-0.3019213080406189,-0.9999242424964905,0.35717064142227173,1.0,1.0,-0.5368760228157043,0.9954780340194702,0.9964065551757812,-0.03242594376206398,-0.8452478647232056,-0.8112801313400269,-0.9994523525238037,0.9996479749679565,0.6357954740524292,0.3844057023525238,-0.08032248169183731,-0.8896007537841797,0.018999282,0.9967407,0.28264734,0.041245494,0.04484442,-0.27094743,0.22970589,0.9999017,-0.9989638,0.5386934,0.9999545,-0.2799872,-0.7375572,-0.99985975,0.09211224,-0.2926906,-0.43710744,0.81381,-1.0,-0.6834574,0.31732842326164246,0.09054453670978546,1
0.355267733335495,0.10878152400255203,-0.519070565700531,0.17140574753284454,-0.3706027567386627,0.8147628903388977,-0.3045943081378937,-0.9999352097511292,0.3572655916213989,1.0,1.0,-0.541983962059021,0.9959157109260559,0.9967469573020935,-0.03522365167737007,-0.8437446355819702,-0.8132005929946899,-0.9995076060295105,0.9997024536132812,0.638205885887146,0.38076305389404297,-0.07571868598461151,-0.8912138938903809,0.013967289,0.99712586,0.28386703,0.042264905,0.043778103,-0.2676323,0.23026375,0.9999141,-0.9990768,0.5351553,0.99996036,-0.2790461,-0.7393983,-0.99987745,0.08666999,-0.29599798,-0.43938658,0.81643206,-1.0,-0.68451345,0.31947359442710876,0.0931912213563919,1
0.36162257194519043,0.10482806712388992,-0.5155026316642761,0.16863350570201874,-0.3702744245529175,0.8129634857177734,-0.3063777685165405,-0.9999393224716187,0.3607620298862457,1.0,1.0,-0.5387418866157532,0.9959810972213745,0.996817409992218,-0.03485794737935066,-0.8433802127838135,-0.8138943910598755,-0.9995285272598267,0.9997219443321228,0.6357976198196411,0.37956956028938293,-0.08300846815109253,-0.8890486359596252,0.016273102,0.9973415,0.28492796,0.039274365,0.04351408,-0.26935148,0.22885902,0.9999117,-0.99912,0.5420797,0.9999588,-0.27978352,-0.7422719,-0.99988145,0.09144868,-0.29089645,-0.43600482,0.8104566,-1.0,-0.6884352,0.32255789637565613,0.09987819194793701,1
0.35930779576301575,0.10460023581981659,-0.5183632969856262,0.1745961457490921,-0.3757838308811188,0.8182883262634277,-0.3050265610218048,-0.9999548196792603,0.36245420575141907,1.0,1.0,-0.5475628972053528,0.9966224431991577,0.9973571300506592,-0.0376800112426281,-0.8475547432899475,-0.8187520503997803,-0.9996267557144165,0.9997931718826294,0.6429330110549927,0.3834923803806305,-0.0754799097776413,-0.8949657678604126,0.016087422,0.9978561,0.28727192,0.043432426,0.046680916,-0.2686301,0.22982486,0.99992913,-0.9992913,0.5439251,0.99996674,-0.28408435,-0.7491407,-0.99990803,0.09055154,-0.29702967,-0.442209,0.8186153,-1.0,-0.69312525,0.32588955760002136,0.10043850541114807,1
0.35866212844848633,0.10697859525680542,-0.5183343887329102,0.17602477967739105,-0.3735652565956116,0.8158180117607117,-0.3060019910335541,-0.9999492764472961,0.3589268922805786,1.0,1.0,-0.5448482036590576,0.9964374303817749,0.9971665143966675,-0.03986632451415062,-0.8467725515365601,-0.8165246248245239,-0.9995891451835632,0.9997670650482178,0.639824628829956,0.3802706301212311,-0.07579341530799866,-0.8936954736709595,0.012914741,0.99762255,0.28547242,0.04197217,0.04458298,-0.26789385,0.22960122,0.9999276,-0.9992266,0.5395671,0.9999667,-0.28196344,-0.74594915,-0.9998995,0.087340824,-0.2992109,-0.44236404,0.8187703,-1.0,-0.6903318,0.32532036304473877,0.09952115267515182,1
0.35691261291503906,0.10614867508411407,-0.5113919973373413,0.17013418674468994,-0.37100750207901,0.811585009098053,-0.30521756410598755,-0.9999266266822815,0.3624855577945709,1.0,1.0,-0.540111243724823,0.9954969882965088,0.9965190291404724,-0.03486676141619682,-0.8411447405815125,-0.8104141354560852,-0.999457597732544,0.999667763710022,0.6380873918533325,0.3786941468715668,-0.085330069065094,-0.8870040774345398,0.019749453,0.99700093,0.28741717,0.039933037,0.046308063,-0.2689421,0.22628844,0.99989223,-0.99900997,0.5410119,0.99994916,-0.28224617,-0.7370907,-0.99986136,0.090954445,-0.28983775,-0.43046004,0.8067593,-1.0,-0.68652284,0.3184606432914734,0.09750305861234665,1
0.35896673798561096,0.10482373088598251,-0.5140906572341919,0.1692161113023758,-0.3726028501987457,0.8121585845947266,-0.3059626519680023,-0.9999354481697083,0.36151280999183655,1.0,1.0,-0.5400692224502563,0.9958489537239075,0.9967203140258789,-0.03543978929519653,-0.8422093987464905,-0.8134622573852539,-0.9995022416114807,0.9997061491012573,0.6365866661071777,0.37790846824645996,-0.0823824554681778,-0.8888195753097534,0.016351907,0.9972224,0.2863026,0.039682854,0.042512912,-0.26785824,0.22893868,0.99990654,-0.9990839,0.5404379,0.9999566,-0.28029463,-0.74108106,-0.9998749,0.09032484,-0.29139903,-0.4340028,0.80990064,-1.0,-0.6870606,0.32086560130119324,0.09998514503240585,1
0.3544827997684479,0.10527580976486206,-0.519271731376648,0.17268459498882294,-0.3718176484107971,0.8135257959365845,-0.30385255813598633,-0.9999217987060547,0.3587443232536316,1.0,1.0,-0.5418041348457336,0.9954318404197693,0.9963652491569519,-0.029986977577209473,-0.8442268967628479,-0.8117817640304565,-0.9994401931762695,0.9996439218521118,0.6376460790634155,0.3838735818862915,-0.07959509640932083,-0.8894240856170654,0.019287545,0.99672,0.282501,0.042956997,0.04442665,-0.26997072,0.2270352,0.9998989,-0.9989464,0.5379728,0.99995375,-0.2765683,-0.73709095,-0.99985564,0.088927016,-0.29297546,-0.43461677,0.8133751,-1.0,-0.68241656,0.31590861082077026,0.08999674022197723,1
0.36035358905792236,0.10568399727344513,-0.5143833160400391,0.1700051724910736,-0.3705928921699524,0.8133275508880615,-0.30372363328933716,-0.9999446868896484,0.3606488108634949,1.0,1.0,-0.5411291122436523,0.9962148666381836,0.9970149993896484,-0.0355532243847847,-0.8420387506484985,-0.8128327131271362,-0.9995619058609009,0.9997517466545105,0.6349585056304932,0.37997522950172424,-0.08030565828084946,-0.8901000022888184,0.0168753,0.9976225,0.28432274,0.035916526,0.043080855,-0.26729366,0.22661299,0.99991536,-0.9991879,0.5422269,0.9999594,-0.28355783,-0.74254024,-0.9998919,0.09101899,-0.29050666,-0.43683434,0.8081918,-1.0,-0.68799096,0.32468050718307495,0.09686226397752762,1
0.36117205023765564,0.10317445546388626,-0.5147976875305176,0.17159512639045715,-0.3711514472961426,0.8141700029373169,-0.3047429919242859,-0.9999460577964783,0.36198690533638,1.0,1.0,-0.5414902567863464,0.9963011145591736,0.997047483921051,-0.03737441822886467,-0.8444628715515137,-0.8152791261672974,-0.9995697736740112,0.999754786491394,0.6369503140449524,0.37803947925567627,-0.08023057132959366,-0.8908652663230896,0.013585414,0.99759704,0.28330034,0.03902938,0.04354805,-0.26752406,0.22958088,0.9999221,-0.99919444,0.54198366,0.99996334,-0.28093672,-0.7439124,-0.9998949,0.09068653,-0.29573986,-0.4367338,0.81233007,-1.0,-0.689558,0.3275086581707001,0.10048390924930573,1
0.3585546016693115,0.10336049646139145,-0.512092649936676,0.17046739161014557,-0.37095698714256287,0.8131605982780457,-0.30426087975502014,-0.9999342560768127,0.36364346742630005,1.0,1.0,-0.540299654006958,0.9957744479179382,0.9966918230056763,-0.03346143290400505,-0.8414282202720642,-0.812079131603241,-0.9994999766349792,0.9997017979621887,0.6380225419998169,0.3802476227283478,-0.08647526800632477,-0.8877562284469604,0.019231448,0.99724007,0.2868979,0.038667068,0.046393294,-0.26835123,0.22612354,0.9999027,-0.99907994,0.54197115,0.9999537,-0.27971387,-0.73990226,-0.9998745,0.09066916,-0.29028618,-0.4322907,0.80778337,-1.0,-0.68863994,0.3191719651222229,0.09727892279624939,1
0.3600977063179016,0.10298971086740494,-0.5132277011871338,0.16540220379829407,-0.37047863006591797,0.810515820980072,-0.30639615654945374,-0.9999237656593323,0.3620973229408264,1.0,1.0,-0.5364604592323303,0.9953794479370117,0.9964057803153992,-0.032141584903001785,-0.8403110504150391,-0.8099777698516846,-0.9994376301765442,0.9996552467346191,0.634079098701477,0.3789830207824707,-0.08715638518333435,-0.8855618238449097,0.020790646,0.99691135,0.2871358,0.0376257,0.043798625,-0.26875645,0.22427748,0.99988955,-0.9989683,0.5402916,0.9999478,-0.28100747,-0.73664945,-0.9998555,0.09185409,-0.28459927,-0.4293083,0.80398935,-1.0,-0.68528175,0.318538099527359,0.09799916297197342,1
0.36032187938690186,0.10442117601633072,-0.515633761882782,0.1689436286687851,-0.37058326601982117,0.8122323751449585,-0.30484265089035034,-0.9999299049377441,0.36108654737472534,1.0,1.0,-0.5392682552337646,0.9956715703010559,0.996558427810669,-0.03405739739537239,-0.8420329093933105,-0.8124258518218994,-0.9994757771492004,0.9996792674064636,0.6349054574966431,0.37919071316719055,-0.08407563716173172,-0.8880417346954346,0.016616391,0.9970376,0.2834121,0.04000531,0.044131827,-0.26675928,0.2290824,0.9999052,-0.9990236,0.5413188,0.99995595,-0.27792656,-0.7385967,-0.9998682,0.089908585,-0.29205108,-0.43553495,0.80935776,-1.0,-0.685389,0.3199690580368042,0.09538964182138443,1
0.36129066348075867,0.10467503219842911,-0.516697108745575,0.17103326320648193,-0.3715846836566925,0.8152204751968384,-0.30392444133758545,-0.9999576210975647,0.35740649700164795,1.0,1.0,-0.5446089506149292,0.9967731237411499,0.9974209666252136,-0.03704485669732094,-0.8453524112701416,-0.8168244361877441,-0.9996379613876343,0.9998100996017456,0.6377463936805725,0.3809739649295807,-0.07758910953998566,-0.8941541314125061,0.014239925,0.9980148,0.283396,0.037831668,0.03944093,-0.26643893,0.2284368,0.9999315,-0.9993161,0.54059947,0.9999676,-0.28209233,-0.7483699,-0.99991184,0.08752707,-0.2940141,-0.44244948,0.8145297,-1.0,-0.6894598,0.32791247963905334,0.10056433826684952,1
0.36255234479904175,0.10466932505369186,-0.5140700936317444,0.16846345365047455,-0.36987388134002686,0.8130085468292236,-0.3073336184024811,-0.9999449253082275,0.36048391461372375,1.0,1.0,-0.5390885472297668,0.9962111115455627,0.9969850778579712,-0.03600943461060524,-0.8426735401153564,-0.8156009316444397,-0.9995541572570801,0.999749481678009,0.6357913017272949,0.3776164948940277,-0.08460868149995804,-0.8895263075828552,0.0150333615,0.9975929,0.2849696,0.037312917,0.042449605,-0.2653294,0.23017484,0.99991953,-0.99918574,0.5439074,0.999962,-0.28260186,-0.74335384,-0.9998926,0.08908316,-0.29121718,-0.43579906,0.808139,-1.0,-0.6880995,0.3281310498714447,0.1030789166688919,1
0.36088913679122925,0.10357946157455444,-0.514371395111084,0.17011182010173798,-0.37233367562294006,0.814644992351532,-0.30549970269203186,-0.999944806098938,0.36331987380981445,1.0,1.0,-0.54344642162323,0.9961899518966675,0.997008740901947,-0.03569802641868591,-0.8433120846748352,-0.8156995177268982,-0.9995579123497009,0.9997490048408508,0.6391481161117554,0.3806087374687195,-0.0841049924492836,-0.8909324407577515,0.01738769,0.9975578,0.28615338,0.038109012,0.044503804,-0.26519635,0.2257401,0.9999162,-0.9991824,0.54197764,0.99996006,-0.28302583,-0.7426714,-0.99989194,0.09052891,-0.2917059,-0.43551472,0.8108649,-1.0,-0.6902557,0.32518577575683594,0.10095308721065521,1
